item_no,price,rating,title
213439,95.73,3.0,ALPS Mountaineering Trance 30/15 Sleeping Bag System
174087,96.73,3.9,Mountainsmith Lichen Peak 1P Tent with Footprint
233417,224.73,0.0,NEMO Disco 30 Sleeping Bag - Women's
163085,63.73,3.5,ALPS Mountaineering Camp Table
229038,74.73,0.0,Osprey Skarab 18 Hydration Pack - Men's
229358,89.73,3.0,SILKY NATA Double-Edge Hatchet/Machete
234492,89.73,0.0,Leki Legend Black Carbon Walking Staff - Single
229813,274.73,4.7,Marmot WarmCube Gallatin 20 Sleeping Bag
207803,29.73,0.0,Hydro Flask Standard-Mouth Water Bottle with Flex Cap - 24 fl. oz.
193029,117.73,4.6,ALPS Mountaineering Baja 40 Pack
231020,19.73,5.0,Morakniv Eldris LightDuty Knife
232056,129.73,5.0,FORE WINDS Luxe Camp Stove
213448,104.73,4.7,ALPS Mountaineering Flexcore Air Pad - Double
232445,149.73,0.0,"Big Agnes Hinman Self-Inflating Sleeping Pad - 78 x 50 x 2.5"""
185032,43.73,3.8,ALPS Mountaineering Getaway Chair
219193,15.99,4.6,REI Co-op Graphic Camp Mug - 12 fl. oz.
222854,258.29,4.4,Sea to Summit Trek TkII 18 Sleeping Bag
185725,33.69,4.4,Stanley Pour Over Set
215315,149.89,4.5,Nikon Prostaff P7 10 x 30 Binoculars
191520,535.19,4.0,Yakima RoadShower Portable Shower - 10 gal.
200117,139.89,4.6,Caddis Rapid Privacy Shelter
167694,22.39,4.4,Mountainsmith Dolomite 7075 OLS Trekking Pole - Single
179537,45.39,4.5,Eureka SPRK+ Butane Camp Stove
187789,209.89,4.2,Big Agnes Sidewinder SL 20 Sleeping Bag - Women's
168772,62.89,4.5,REI Co-op Outward Low Lawn Chair
132219,11.19,4.6,HART Outdoor Day Hike First-Aid Kit
201966,41.89,4.3,REI Co-op Flash 22 Print Pack
168208,24.39,4.8,REI Co-op Duck's Back Rain Cover - Medium
168735,5.49,4.8,REI Co-op Trekking Pole Rubber Walking Tips - Pair
199053,14.19,4.6,SOL Emergency Bivvy with Rescue Whistle and Tinder Cord
217262,89.19,4.3,HEST Standard Pillow
225359,89.99,4.4,JBL Flip 6 Speaker
205765,89.99,4.9,Deuter Speed Lite CV 25 Pack - Men's
206804,125.29,4.3,Sea to Summit Comfort Plus Self-Inflating Sleeping Pad - Rectangular
127507,6.19,4.4,REI Co-op Multi Towel Mini
203369,13.89,4.5,REI Co-op Solid Graphic Camp Mug - 12 fl. oz.
228247,18.69,4.2,Stanley AeroLight Transit Water Bottle - 12 fl. oz.
120954,45.59,4.8,SILKY Gomboy Curve Folding Hand Saw
219259,9.69,4.9,Coast G22 Flashlight
128868,164.89,4.4,MSR WindBurner Duo Stove System
847189,27.89,4.7,REI Co-op Camp Chair - Kids'
202276,874.29,4.7,REI Co-op Wonderland X Tent
149194,93.69,4.4,MSR AutoFlow XL Gravity Filter - 10 Liter
218008,48.69,4.7,Gregory Nano 18 Daypack
203237,314.89,3.6,Gregory Baltoro 100 Pro Pack - Men's
205564,131.73,0.0,Mountain Equipment Nova II Sleeping Bag - Men's
213471,103.73,5.0,ALPS Mountaineering Camp Chair - 2022
213462,20.73,4.3,ALPS Mountaineering Reservoir 3.0 Hydration Reservoir - 3 Liters
227717,59.73,0.0,Coleman EasyStay Lite Single High Airbed with Pump - Queen
224000,123.73,4.0,Marmot Ultra Elite 30 Sleeping Bag - Men's
171981,127.73,3.9,Mountain Summit Gear Northwood Series II 2-Person Backpacking Tent
227878,98.73,5.0,Zempire Roco Lounger V2 Camping Chair
232895,32.73,0.0,Hydro Flask Standard-Mouth Vacuum Water Bottle with Flex Straw Cap - 24 fl. oz.
212909,132.73,3.5,Komperdell Carbon Trail UL Vario Trekking Poles - Pair
151569,59.73,4.4,ALPS Mountaineering Wavelength Blanket
213170,3.73,4.3,Sunday Afternoons UVShield Cool Face Mask
232443,184.73,1.0,Big Agnes Three Forks Shelter
222434,74.73,4.5,Gregory Maya 10 Pack - Women's
228759,104.73,3.8,Klymit Double V Sleeping Pad
189282,117.73,3.9,Alpine Mountain Gear Weekender Tent 6
213004,56.73,2.0,Komperdell Alpinist Powerlock Foam Trekking Poles - Pair
171982,169.73,3.7,Mountain Summit Gear Northwood Series II 4-Person Backpacking Tent
213482,194.73,5.0,ALPS Mountaineering Iron Ridge Cook Station
114087,90.89,4.4,Mountain Summit Gear Camp Roll Top Kitchen
170878,20.89,3.7,Mountain Summit Gear Anytime Chair
813514,5.89,4.6,SOL Emergency Blanket XL
189386,559.19,4.5,Sea to Summit Telos TR3 Tent
191450,181.29,4.5,Sea to Summit Comfort Plus XT Insulated Air Sleeping Pad
899045,8.29,4.8,Sea to Summit Alpha Light Spork - Long
891011,35.19,4.1,SOL Escape Lite Bivy
225358,349.99,4.5,JBL Boombox 3 Speaker
219260,18.69,4.4,Coast G32 Flashlight
185349,99.89,3.1,SPOT Gen4
203243,299.89,5.0,Gregory Deva 80 Pro Pack - Women's
188371,153.29,4.5,Sea to Summit Ether Light XT Extreme Sleeping Pad - Women's
218009,59.89,4.4,Gregory Nano 20 Daypack
204429,69.89,4.4,REI Co-op Cool Haul 12 Soft Cooler
189289,41.89,4.5,BioLite FirePit Carry Bag
184730,48.89,4.1,REI Co-op Hiker Power Lock Staff - Single
222685,147.73,3.7,Mountain Hardwear Lamina 0 Sleeping Bag - Women's
227818,29.73,3.7,Gregory 3D Hydro Reservoir - 2 Liters
227462,109.73,2.4,Leki Khumbu FX TA Trekking Poles - Pair
168378,106.73,3.8,ALPS Mountaineering Baja 60 Pack
232896,23.73,0.0,Hydro Flask Coffee Cup with Flex Sip Lid - 16 fl. oz.
202983,87.49,3.8,REI Co-op Wonderland Mud Room
207804,32.73,0.0,Hydro Flask Wide-Mouth Vacuum Water Bottle with Flex Cap - 32 fl. oz.
174091,118.73,3.4,Mountainsmith Morrison 3 Tent with Footprint
174088,108.73,4.0,Mountainsmith Lichen Peak 2P Tent with Footprint
226981,179.73,0.0,Smith Monterey Polarized Sunglasses - Women's
226972,199.73,5.0,Smith Shift MAG ChromaPop Sunglasses
223011,139.73,3.3,Big Agnes Sunbeam 15 Sleeping Bag - Women's
200551,44.73,4.3,OllyDog Rover Dog Pack Bundle
232897,25.73,0.0,Hydro Flask Coffee Cup with Flex Sip Lid - 20 fl. oz.
229019,179.73,5.0,Klymit Cross Canyon 3 Tent
233379,149.73,0.0,NEMO Tensor Ultralight Insulated Sleeping Pad
214927,59.73,4.0,Outdoor Research Deerskin Merino Work Gloves
213467,44.73,0.0,ALPS Mountaineering Rendezvous Chair - Salsa/Charcoal
183130,76.73,4.4,Klymit 20F Synthetic Sleeping Bag
231800,59.73,5.0,Black Diamond Moji Charging Station Lantern
207806,23.73,5.0,Hydro Flask Wide-Mouth Vacuum Water Bottle - 20 fl. oz.
229039,74.73,0.0,Osprey Skimmer 16 Hydration Pack - Women's
227815,186.73,5.0,Gregory Jade 63 Pack - Women's
223012,164.73,4.0,Big Agnes Sunbeam 0 Sleeping Bag - Women's
183194,86.73,2.9,Komperdell Carbon Trailstick C4 Vario Trekking Poles - Pair
229033,89.73,4.0,Osprey Skarab 22 Hydration Pack - Men's
142388,68.73,4.5,ALPS Mountaineering Hydro Trail 15 Pack
233343,24.73,2.0,Osprey Hydraulics LT Reservoir - 2.5 Liters
230937,699.73,0.0,Mountain Hardwear ACI 3 Tent
147499,14.73,0.0,MPOWERD Luci Candle Lantern
226174,79.73,4.3,Exped Versa 2R Sleeping Pad
113720,349.95,4.5,Exped MegaMat Duo 10 Sleeping Pad
233341,19.73,0.0,Osprey Hydraulics Reservoir Cleaning Kit
144662,141.93,4.2,Osprey Rook 65 Pack - Men's
173826,144.95,4.1,Ursack Major 2XL Bear Sack - 30 Liters
187813,74.93,3.7,Ultimate Direction FastpackHer 20 Pack - Women's
174093,164.73,4.5,Mountainsmith Celestial 3 Tent
174362,109.93,2.0,Thule Tepui Anti-Condensation Mat - Autana 4
185592,24.83,5.0,REI Co-op Trail Hut 4 Footprint
193046,173.73,4.4,ALPS Mountaineering Caldera 90 Pack
205322,113.73,4.7,Zempire Mono 1-Person Tent
205539,43.73,3.0,Trekmates Mountain Pod Emergency Shelter - M
205632,8.95,4.0,Snow Peak Silicone Lid 450
201645,299.95,4.7,Exped Ultra 3R Duo Sleeping Pad
216477,21.95,5.0,Runamok Maple Infused Maple Syrup
222452,208.73,4.5,Gregory Deva 60 Pack - Women's
222828,62.95,4.7,Sea to Summit Adaptor COOLMAX Sleeping Bag Liner
227640,34.73,4.0,PackTowl Luxe Beach Towel
223020,94.73,0.0,Big Agnes Elsie 15 Sleeping Bag - Women's
222462,141.73,4.5,Gregory Zulu 40 Pack - Men's
223010,125.73,0.0,Big Agnes Sunbeam 30 Sleeping Bag - Women's
227749,12.73,5.0,Kinco HydroFlector Waterproof Gloves - Women's
229177,180.00,0.0,Benchmade 430BK Redoubt Knife
232530,54.95,0.0,LuminAID Solar String Area Light with Phone Charger
213443,123.73,0.0,ALPS Mountaineering Zenith 30 Sleeping Bag - 2022 - Long
227817,186.73,4.0,Gregory Zulu 65 Pack - Men's
223004,190.73,5.0,Big Agnes Torchlight 20 Sleeping Bag - Women's
213014,168.73,3.7,Komperdell Cross Stick Compact Trekking Poles - Pair
230606,41.73,4.0,Sea to Summit Ultra-Sil Dry Sack - Set of 3
222458,119.73,4.7,Gregory Zulu 30 Pack - Men's - S/M
231019,15.73,4.4,Morakniv Companion Fixed-Blade Outdoor Knife
125248,142.39,4.6,MSR WindBurner Stove System - 1 Liter
120670,31.99,4.5,SILKY F180 Folding Hand Saw
200671,69.89,4.2,Mountain Summit Gear Heavy-Duty Roll-Top Table - Medium
198733,119.99,4.3,JBL Charge 5 Portable Speaker
205763,52.49,5.0,Deuter Speed Lite 13 Pack
709002,142.39,4.6,MSR DragonFly Backpacking Stove
230063,30.69,5.0,Stanley Adventure Flask Set
175323,7.59,4.7,REI Co-op Durable Stuff Sack
204534,24.39,4.5,REI Co-op Pack-Away 12 Soft Cooler
765283,17.39,4.3,REI Co-op Trail Stool
224001,132.73,0.0,Marmot Ultra Elite 30 Sleeping Bag - Men's Long
198437,31.99,4.2,Tiny Tents Basecamp Dome Tent
226970,136.73,4.5,Smith Leadout PivLock ChromaPop Sunglasses
217993,104.29,4.5,REI Co-op Dining Table
233380,134.73,0.0,NEMO Tensor Ultralight Sleeping Pad
222857,139.29,5.0,Sea to Summit Glow II 35F Synthetic Quilt
231816,284.73,0.0,Black Diamond Bipod Bivy
232074,20.73,0.0,GSI Outdoors MicroLite 720 Flip Vacuum Water Bottle - 24 fl. oz.
231476,43.73,0.0,Patagonia Organic Cotton Towel
111306,9.83,0.0,Osprey IsoForm5 CM Custom Moldable Hipbelt - Women's
224006,137.73,3.7,Marmot Lozen 30 Sleeping Bag - Women's
218097,195.00,4.4,Mountain Hardwear Scrambler 35 Pack
205299,235.73,4.4,Zempire Trilogy Tent
876313,45.93,4.2,Hotronic BD Anatomic insoles
233342,21.73,4.5,Osprey Hydraulics LT Reservoir - 1.5 Liters
889065,186.00,0.0,Ray-Ban Cockpit Sunglasses
229015,189.73,0.0,Klymit Klymaloft Sleeping Pad - Double
111307,11.83,0.0,Osprey IsoForm5 Pack Harness Shoulder Straps - Men's
222460,141.73,4.8,Gregory Jade 38 Pack - Women's
207809,36.73,0.0,Hydro Flask Wide-Mouth Vacuum Water Bottle with Flex Cap - 40 fl. oz.
229014,69.73,3.4,Klymit Insulated Static V Sleeping Pad
226984,40.73,5.0,BioLite HeadLamp 330
232450,184.73,4.0,Big Agnes Big Six Armchair
205300,196.73,4.3,Zempire Zeus 2-Person Tent
227816,164.73,4.8,Gregory Zulu 55 Pack - Men's
221818,27.69,0.0,PackTowl Luxe Towel
202984,41.89,4.5,REI Co-op Wonderland 4 Footprint
188799,11.79,4.6,Sea to Summit Cool Grip X-Mug
224825,97.39,3.8,Ignik Backside Heated Pad XL
230061,26.99,4.5,Stanley Perfect-Brew Travel French Press Vacuum Mug
152795,209.29,4.6,Sea to Summit Journey Jol 30 Sleeping Bag  - Women's
152782,125.29,3.9,Sea to Summit Trailhead ThIII 20 Sleeping Bag
232150,199.99,4.6,Skullcandy Crusher ANC 2 Sensory Bass Headphones
813515,23.49,4.5,SOL Scout Kit
172306,199.89,2.7,SPOT X with Bluetooth
201964,27.89,4.4,REI Co-op Flash 18 Print Pack
204109,349.89,3.8,Big Agnes Spicer Peak 6 Tent
218742,74.89,4.0,Mountainsmith Day Lumbar Pack
152783,153.29,3.9,Sea to Summit Traverse TvII 25 Sleeping Bag
205187,22.39,4.0,Cocoon AirCore Hood/Camp Pillow
196064,52.39,4.9,Sea to Summit Alpha Cookset 2.1
204430,76.99,4.5,REI Co-op Cool Haul 18 Soft Cooler
201968,83.99,4.5,REI Co-op Flash 15 Hydration Vest
220665,13.89,3.7,REI Co-op Trailmade Mummy Bag Pillow
218758,112.49,4.5,Deuter Trail 30 Pack - Men's
112305,13.89,4.8,REI Co-op Sleeping Bag Storage Sack
219258,33.69,4.7,Coast XP9R Professional Series Flashlight
196293,195.99,3.9,Poler 2+ Person Tent
189489,12.69,4.4,SOL Flat Pack Collapsible Sink - 8 Liters
191714,519.19,4.3,Sea to Summit Telos TR2 Plus Tent
218760,112.49,4.4,Deuter Trail 28 SL Pack - Women's
709004,41.19,3.2,MSR Standard Fuel Pump
813512,3.89,4.6,SOL Emergency Blanket
218757,89.99,5.0,Deuter Trail 18 Pack - Men's
132220,20.19,4.6,HART Outdoor Weekend First-Aid Kit
191854,20.89,5.0,SOL Emergency Fire Blanket
189287,174.89,4.6,BioLite CampStove 2+ Complete Cook Kit
186801,41.89,4.6,BioLite FirePit Griddle
203418,164.89,5.0,Mountainsmith Zerk 40 Pack
206558,26.19,4.3,Klean Kanteen TKWide Recycled Insulated Water Bottle with Twist Cap - 20 fl. oz.
227931,15.99,3.0,Tiny Tents Micro Tent
218363,524.19,5.0,FLATED Air-Deck Raised Platform Bed - Large
167696,59.89,4.2,Mountainsmith Halite 7075 Trekking Poles - Pair
198660,5.19,3.1,Ignik Toe Warmers - Multipack
202732,31.39,4.7,REI Co-op Skyward 4 Footprint
758051,20.89,4.1,Sea to Summit Kitchen Sink - 20 Liters
205767,89.99,4.4,Deuter Speed Lite CV 23 SL Pack - Women's
889971,34.89,4.2,Sea to Summit X-Pot Kettle - 1.3 Liters
152806,97.29,4.4,Sea to Summit Comfort Light Self-Inflating Sleeping Pad - Women's
152792,153.29,4.5,Sea to Summit Venture VtI 32 Sleeping Bag  - Women's
175364,13.89,4.6,REI Co-op Ditty Sack - Set of 3
222859,223.29,4.4,Sea to Summit Trek TkI 30 Sleeping Bag
172613,111.29,4.3,Sea to Summit Ultralight Insulated Air Sleeping Pad
132222,49.39,4.7,HART Outdoor Extended First-Aid Kit
186191,224.89,4.3,MSR WindBurner Combo Stove System
897683,20.89,4.8,Sea to Summit Delta Camp Set
219380,44.99,4.5,HydraPak Seeker 3 L Collapsible Water Container + Filter Cap - 100 fl. oz.
882202,34.89,3.3,Caddis Rapid Shelter Wall - 10' x 10'
215144,14.89,4.8,Coast EAL13 Lantern
191471,230.29,4.9,Sea to Summit Ember Ultralight 50F Down Quilt
218020,29.89,4.7,Gregory Nano Waist Pack
200116,174.89,4.5,Caddis Rapid 2-Room Privacy Shelter
230062,28.49,4.8,Stanley Adventure To-Go Food Jar and Spork
189383,399.19,4.6,Sea to Summit Alto TR 1 Tent
229034,109.73,0.0,Osprey Skimmer 28 Hydration Pack - Women's
144831,85.73,4.3,Mountainsmith Upland 2-Person Tent
205766,112.49,5.0,Deuter Speed Lite 30 Pack - Men's
215734,247.73,5.0,Gregory Deva 70 Pack - Women's
227814,164.73,4.6,Gregory Jade 53 Pack - Women's
229816,299.73,4.3,Marmot Limestone 4P Tent
205321,142.73,4.5,Zempire Atom 1-Person Tent
229017,54.73,4.5,Klymit Static V2 Sleeping Pad
229037,159.73,5.0,Osprey Mira 32 Hydration Pack - Women's
117456,58.00,4.7,Sunski Madronas Polarized Sunglasses
164600,499.00,4.7,MYSTERY RANCH Terraframe 80 Pack - Men's
233378,186.73,0.0,NEMO Tensor Alpine Air Insulated Sleeping Pad
213474,148.73,5.0,ALPS Mountaineering Rocking Chair - 2022
223016,124.73,5.0,Big Agnes Torchlight Camp 20 Sleeping Bag - Women's
142389,81.73,3.8,ALPS Mountaineering Hydro Trail 17 Pack
228760,79.73,4.6,Klymit Insulated Static V Lite Sleeping Pad
232447,169.73,3.3,"Big Agnes Hinman Self-Inflating Sleeping Pad - 77 x 40 x 4"""
222453,227.73,4.5,Gregory Deva 70 Pack - Women's
229021,24.73,5.0,Klymit Pillow X - Large
231797,14.73,1.0,Black Diamond Ion Keychain Light
130426,15.69,4.4,SOL All Season Blanket
148208,29.89,4.5,MSR Pika Teapot - 1 Liter
213705,202.39,5.0,Mountainsmith Morrison EVO 4 Tent with Footprint
224822,112.39,2.0,Ignik Flipside Heated Bed Cover
187691,188.89,4.1,Eureka Copper Canyon LX 4-Person Tent
220660,262.39,3.5,Ignik Gas Growler X-Comp
888459,41.89,4.3,Sea to Summit X-Pot - 2.8 Liters
225446,47.19,0.0,Yakima EXO GearTotes - Set of 2
783963,20.19,4.5,MSR Fuel Bottle - 30 fl. oz.
168488,20.89,4.7,REI Co-op Trail 2 Print Waist Pack
190152,23.19,4.0,HydraPak Seeker 4L Collapsible Water Container - 140 fl. oz.
219257,26.19,4.8,Coast XP6R Professional Series Flashlight
191472,279.29,4.8,Sea to Summit Ember Ultralight 35F Down Quilt
175324,8.99,4.8,REI Co-op Lightweight Stuff Sack
204536,17.39,3.9,REI Co-op Pack-Away 6 Soft Cooler
232448,149.73,5.0,Big Agnes Big Six Camp Chair
144663,141.93,4.1,Osprey Renn 65 Pack - Women's
229011,124.73,0.0,Klymit Klymit Insulated V Sleeping Pad - Double
227655,35.00,0.0,GoPro MAX Enduro Rechargeable Battery
220570,286.95,0.0,Snow Peak Alpha Breeze Mat &amp; Sheet Set
199853,9.95,4.8,Theo Chocolate Peppermint Cocoa Cups
217085,269.95,4.6,Therm-a-Rest NeoAir XTherm NXT Max Sleeping Pad
139254,8.95,4.3,Gear Aid Aquaseal FD Repair Adhesive
653344,10.95,4.4,Esbit Solid Fuel Tablets
223615,10.00,5.0,Matador Refillable Toothpaste Tubes - Set of 2
402057,1.50,4.8,Nalgene Polyethylene Bottle - 1 fl. oz.
213459,113.73,4.7,ALPS Mountaineering Abyss 55 Pack
226658,229.95,5.0,Leatherman ARC Multi-Tool
205964,49.95,4.4,"OXO Outdoor Carbon Steel Fry Pan with Removable Handle - 10"""
216524,199.00,4.8,The North Face Wawona Bed Double Sleeping Bag
206214,250.00,2.7,GoPro HERO10 Black Camera
219063,90.00,4.9,Coleman Arch Bay 15 Big &amp; Tall Sleeping Bag
206323,90.00,4.6,The North Face Wawona 8 Footprint
159670,74.00,2.7,Timex Expedition Gallatin Solar Analog Watch
216872,199.95,4.5,Black Diamond Distance 22 Pack - Men's
192020,19.95,4.0,Wolfgang Man &amp; Beast HighPlains Leash
192112,19.95,0.0,Wolfgang Man &amp; Beast GreatEscape Leash
229030,69.73,4.2,Osprey Hikelite 18 Pack
169352,300.00,4.1,Garmin vivoactive 4
204931,210.00,4.6,Coleman Cascade 3-in-1 Camp Stove
228252,35.00,0.0,Stanley IceFlow AeroLight Vacuum Water Bottle with Fast Flow Lid - 24 fl. oz.
217781,219.95,4.7,Leki Ultratrail FX.One Trekking Poles - Pair
201641,39.95,4.4,Exped FlexMat Sleeping Pad
222459,119.73,4.6,Gregory Jade 28 Pack - Women's
221381,350.00,4.8,GoPro HERO11 Black
168193,229.95,4.3,Big Agnes Echo Park 0 Sleeping Bag
212327,229.95,4.6,Peak Design Travel Pack 30 L
227467,104.73,5.0,Leki Civetta Pro Trekking Poles - Pair
229026,149.73,4.9,Osprey Kestrel 48 Pack - Men's
229032,109.73,4.8,Osprey Skarab 30 Hydration Pack - Men's
229027,149.73,4.5,Osprey Kyte 46 Pack - Women's
197392,169.95,4.9,Snow Peak Low Beach Chair
229031,134.73,5.0,Osprey Kyte 36 Pack - Women's
192111,17.95,5.0,Wolfgang Man &amp; Beast GreatEscape Collar
213450,148.73,4.8,ALPS Mountaineering Outback Mat - XL
232446,184.73,4.0,"Big Agnes Hinman Self-Inflating Sleeping Pad - 78 x 50 x 4"""
229129,164.73,4.5,NEMO Forte 20 Sleeping Bag - Women's Long
215733,199.73,4.6,Gregory Deva 60 Pack - Women's
207964,40.00,4.6,Skullcandy Fat Stash 2 Portable Battery Pack
207830,58.00,4.6,Sunski Ventana Polarized Sunglasses
846421,11.93,0.0,Osprey BioForm4 Shoulder Straps - Men's
218238,22.00,4.8,MYSTERY RANCH Quick-Attach Zoid Bag - Small
169353,300.00,4.0,Garmin vivoactive 4S
825305,10.93,5.0,Hotronic Semi Custom Heat Ready Insoles
234493,139.73,0.0,Leki Micro Vario Carbon Trekking Poles - Pair - Women's
206195,114.83,3.4,Big Agnes Prospector 50 L Pack - Men's
232613,79.73,3.0,Grayl GeoPress Water Filter and Purifier Bottle - 24 fl. oz. - Generation 1 - Discontinued
222440,224.73,4.7,Gregory Baltoro 65 Pack - Men's
846430,10.83,0.0,Osprey IsoForm4 Shoulder Straps - Women's
233421,269.73,0.0,NEMO Aurora 3P Tent with Footprint
201309,180.00,4.5,Osprey Stratos 24 Pack - Men's
207686,64.95,4.3,Pepper's Bayside Polarized Sunglasses
179300,189.00,4.7,Smith Lowdown 2 ChromaPop Polarized Sunglasses
221973,206.00,0.0,Ray-Ban Original Wayfarer Bio-Acetate Sunglasses
139948,55.93,4.4,Ruffwear Stumptown Insulated Dog Jacket
233415,261.73,2.0,NEMO Disco 15 Sleeping Bag - Men's
216127,69.00,5.0,Patagonia Refugito 12 L Daypack - Kids'
206197,149.83,4.1,Big Agnes Parkview 63 L Pack - Men's
203234,249.95,4.3,Gregory Focal 58 Pack - Men's
189520,89.95,4.9,Ruffwear Float Coat Dog Life Jacket
145654,149.93,4.9,Gregory Wander 50 Pack - Kids'
205494,19.95,4.5,Ruffwear Front Range Leash
117455,58.00,4.6,Sunski Headlands Polarized Sunglasses
183357,2.75,4.2,Big Spoon Roasters Peanut Butter Bar
199254,16.00,5.0,Yellowbird Garlic Shiitake Hot Sauce
846423,12.83,0.0,Osprey BioForm4 Shoulder Straps - Women's
215338,400.00,5.0,Born Outdoor Badger Bed
158912,44.95,4.5,Hydro Flask 8L Insulated Lunch Tote
229817,369.73,5.0,Marmot Limestone 6P Tent
111308,11.83,0.0,Osprey IsoForm5 Pack Harness Shoulder Straps - Women's
185796,219.95,4.0,Leki Cross Trail 3 Carbon Trekking Poles - Pair
144321,199.00,4.4,Marmot Trestles Elite Eco 0 Sleeping Bag
100537,39.95,3.9,Katadyn BeFree 0.6 L Water Filter Bottle - 20 fl. oz.
176203,139.95,4.2,Neso Grande Sunshade - Save the Whales Print
215653,298.00,5.0,RUX 70 L Gear System
190099,32.00,4.8,Knockaround Mai Tais Polarized Sunglasses
116963,179.95,4.1,Julbo Explorer 2.0 Glacier Sunglasses
102806,11.00,4.7,Nite Ize MoonLit LED Micro Lantern
141595,17.50,5.0,Grangers Wash + Repel Down 2-in-1 - 10 fl. oz.
148811,10.95,4.4,Lodge Deluxe Silicone Handle Holder
151982,299.95,4.8,Peak Design Travel Pack 45 L
182860,7.95,4.9,"Black Diamond Ski Strap - 25"""
180410,179.95,4.4,ENO Vulcan Hammock Underquilt
184806,185.00,4.0,Electra Basil Pet Carrier
192143,12.95,3.0,Firepot Baked Apple Porridge - 2 Servings
190100,18.69,3.8,HydraPak Seeker 2L Collapsible Water Container - 70 fl. oz.
217489,62.89,4.4,REI Co-op Flexlite Print Camp Boss Chair
170567,63.69,4.1,MSR Fusion Ceramic 2-Pot Set
189399,349.89,3.5,Eureka Copper Canyon LX 8-Person Tent
190151,20.99,4.1,HydraPak 3L Seeker Collapsible Water Container - 100 fl. oz.
109954,14.89,5.0,Petzl Noctilight Headlamp Case
179538,97.89,4.4,Eureka SPRK Camp Grill
197890,45.59,5.0,SILKY Pocketboy Outback 170 mm Saw
227754,44.99,4.2,JBL Clip 4 Eco Speaker
218010,67.39,3.5,Gregory Nano 24 Daypack
204420,27.89,3.7,Sea to Summit Camp Kitchen Clean-Up Kit
218744,67.39,3.0,Mountainsmith Tour Lumbar Pack
220454,18.69,4.5,Coast RL10 Dual Color Headlamp
232275,33.73,4.5,Princeton Tec Snap Solo RGB Headlamp
198659,5.19,3.4,Ignik Hand Warmers - Multipack
206642,27.69,4.3,Klean Kanteen Recycled Stainless-Steel Water Bottle with Loop Cap - 64 fl. oz.
148056,69.89,3.0,REI Co-op Screen House Rainfly
195823,15.99,4.6,REI Co-op Multi Towel Deluxe
170880,69.89,4.7,Mountain Summit Gear Loveseat
202582,299.95,4.9,ENO SuperNest SL Hammock
205834,59.95,2.3,Neso Beach Table
219197,41.93,4.6,REI Co-op Pride Flannel/Fleece Blanket
187618,399.95,4.5,ENO SuperNest Hammock
203638,45.00,3.9,Stanley IceFlow Vacuum Water Jug with Flip Straw Lid - 40 fl. oz.
205865,415.00,5.0,Rab Neutrino 400 Sleeping Bag
198329,35.00,4.7,Knockaround Torrey Pines Polarized Sunglasses
189502,7.95,4.9,Adventure Medical Kits Backyard Adventure Medical Kit
203090,52.95,4.0,Therm-a-Rest Synergy Lite Sheet
145655,159.93,4.9,Gregory Wander 70 Pack - Kids'
205489,69.95,4.3,Ruffwear Swamp Cooler Dog Harness
